title,ingredients,instructions,url
Easy Moussaka,Greek Yogurt; Aubergine; Potatoes; Parmesan; Beef; Tomato Puree; Tomato; Egg,"Heat the grill to high. Brown the beef in a deep ovenproof frying pan over a high heat for 5 mins. Meanwhile, prick the aubergine with a fork, then microwave on High for 3-5 mins until soft. Mix the yogurt, egg and parmesan together, then add a little seasoning.

Stir the tomatoes, purée and potatoes in with the beef with some seasoning and heat through. Smooth the surface of the beef mixture with the back of a spoon, then slice the cooked aubergine and arrange on top. Pour the yogurt mixture over the aubergines, smooth out evenly, then grill until the topping has set and turned golden.",https://www.bbcgoodfood.com/recipes/must-make-moussaka
Yaki Udon,Spring Onions; Sesame Seed Oil; Worcestershire Sauce; Udon Noodles; Soy Sauce; Caster Sugar; Cabbage; Mirin; Shiitake Mushrooms; Onion,"Boil some water in a large saucepan.
 Add 250ml cold water and the udon noodles.
 (As they are so thick, adding cold water helps them to cook a little bit slower so the middle cooks through).
 If using frozen or fresh noodles, cook for 2 mins or until al dente; dried will take longer, about 5-6 mins.
 Drain and leave in the colander.

Heat 1 tbsp of the oil, add the onion and cabbage and sauté for 5 mins until softened.
 Add the mushrooms and some spring onions, and sauté for 1 more min.
 Pour in the remaining sesame oil and the noodles.
 If using cold noodles, let them heat through before adding the ingredients for the sauce – otherwise tip in straight away and keep stir-frying until sticky and piping hot.
 Sprinkle with the remaining spring onions.
",https://www.bbcgoodfood.com/recipes/yaki-udon
kabse,Mushrooms; Chicken; Black Pepper; Rice; Salt; Red Pepper; Kabse Spice; Carrots; Raisins; Green Pepper; Sweetcorn; Turmeric,"1
Caramelize the chicken with olive oil then add a maggi cube and boil it for around 30 minutes.
2
In another pot, add all the veggies and caramelize them till they are soft.
3
Once everything is done, add the rice, raisins & spices to the veggies and add 2 and a half cups of water for the rice to cook.
4
Once the rice is done put everything in the oven.",https://cookpad.com/eng/recipes/17108731?ref=search&search_term=saudi+arabia
"Beef Banh Mi Bowls with Sriracha Mayo, Carrot & Pickled Cucumber",Onion; Lime; Ground Beef; Soy Sauce; Cucumber; Carrots; Garlic Clove; Rice,"Add'l ingredients: mayonnaise, siracha

1

Place rice in a fine-mesh sieve and rinse until water runs clear. Add to a small pot with 1 cup water (2 cups for 4 servings) and a pinch of salt. Bring to a boil, then cover and reduce heat to low. Cook until rice is tender, 15 minutes. Keep covered off heat for at least 10 minutes or until ready to serve.

2

Meanwhile, wash and dry all produce. Peel and finely chop garlic. Zest and quarter lime (for 4 servings, zest 1 lime and quarter both). Trim and halve cucumber lengthwise; thinly slice crosswise into half-moons. Halve, peel, and medium dice onion. Trim, peel, and grate carrot.

3

In a medium bowl, combine cucumber, juice from half the lime, ¼ tsp sugar (½ tsp for 4 servings), and a pinch of salt. In a small bowl, combine mayonnaise, a pinch of garlic, a squeeze of lime juice, and as much sriracha as you’d like. Season with salt and pepper.

4

Heat a drizzle of oil in a large pan over medium-high heat. Add onion and cook, stirring, until softened, 4-5 minutes. Add beef, remaining garlic, and 2 tsp sugar (4 tsp for 4 servings). Cook, breaking up meat into pieces, until beef is browned and cooked through, 4-5 minutes. Stir in soy sauce. Turn off heat; taste and season with salt and pepper.

5

Fluff rice with a fork; stir in lime zest and 1 TBSP butter. Divide rice between bowls. Arrange beef, grated carrot, and pickled cucumber on top. Top with a squeeze of lime juice. Drizzle with sriracha mayo.",
Jamaican Fried Dumplings Recipe,Baking Powder; Oil; Salt; Milk; All purpose flour,"Add flour, baking powder, and salt in a large bowl and stir to combine.
 Pour in the milk and stir until combined.
 Then roll the mixture into a ball and lightly knead until it comes together.

Break off about 10 pieces of dough and form them into balls.
 Set them aside.

In a 10-inch skillet, heat enough oil over medium heat to fry the dumplings, until the oil is about 350 degrees.

Once the dumplings are browned on one side, flip them and cook until both sides are browned, about 2-3 minutes each.

Once done, remove the dumplings from the oil and place them on paper towels or a cooling rack to drain off any excess oil.

Serve and enjoy.

",https://www.myforkinglife.com/jamaican-fried-dumplings/#recipe
Chicken Couscous Recipe,Olive Oil; Onion; Coriander; Dried Apricots; Harissa Spice; Chicken Breast; Couscous; Ginger; Chickpeas; Chicken Stock,"Heat the olive oil in a large frying pan and cook the onion for 1-2 mins just until softened.
 Add the chicken and fry for 7-10 mins until cooked through and the onions have turned golden.
 Grate over the ginger, stir through the harissa to coat everything and cook for 1 min more.


Tip in the apricots, chickpeas and couscous, then pour over the stock and stir once.
 Cover with a lid or tightly cover the pan with foil and leave for about 5 mins until the couscous has soaked up all the stock and is soft.
 Fluff up the couscous with a fork and scatter over the coriander to serve.
 Serve with extra harissa, if you like.
",https://www.bbcgoodfood.com/recipes/13139/onepan-chicken-couscous
Easy Garides Saganaki,Chopped onion; Freshly chopped parsley; White wine; Cubed Feta cheese; Olive oil; Raw king prawns; Minced garlic; Chopped tomatoes,"Place the prawns in a pot and add enough water to cover.
 Boil for 5 minutes.
 Drain, reserving the liquid, and set aside.

Heat 2 tablespoons of oil in a saucepan.
 Add the onion; cook and stir until soft.
 Mix in the parsley, wine, tomatoes, garlic and remaining olive oil.
 Simmer, stirring occasionally, for about 30 minutes, or until the sauce is thickened.

While the sauce is simmering, the prawns should become cool enough to handle.
 First remove the legs by pinching them, and then pull off the shells, leaving the head and tail on.

When the sauce has thickened, stir in the prawns.
 Bring to a simmer again if the sauce has cooled with the prawns, and cook for about 5 minutes.
 Add the feta and remove from the heat.
 Let stand until the cheese starts to melt.
 Serve warm with slices of crusty bread.

Though completely untraditional, you can add a few tablespoons of stock or passata to this recipe to make a delicious pasta sauce.
 Toss with pasta after adding the feta, and serve.
",
Beef Mandi,Salt; Turmeric Powder; Garlic; Tomato; Basmati Rice; Bay Leaf; Cardamom; Cloves; Green Chilli; Beef Stock; Oil; Onion,"1. Wash the beef and cut into large pieces. Season lightly with salt and turmeric.
2. Heat ghee/oil in a large pot. Add sliced onions and sauté until light golden.
3. Add garlic, green chilies, and tomato; cook until softened.
4. Add the mandi spice mix: coriander, cumin, black pepper, cinnamon, cardamom, cloves, and bay leaves.
5. Add beef pieces and stir on medium heat until the meat is well coated with spices.
6. Pour in water or beef stock. Cover and simmer until beef is tender (about 1.5–2 hours depending on cut).
7. Remove beef carefully and set aside. Strain and measure the broth.
8. Add washed, soaked basmati rice to the broth (usually 1 cup rice = 1.5–2 cups liquid). Adjust seasoning and bring to a boil.
9. Lower heat, cover, and cook the rice until fluffy.
10. Place the beef pieces over the rice and steam on low heat for 10 minutes so flavors combine.
11. Optional: For smoky flavor, place a small hot charcoal on foil in the pot, add 1 tsp butter/oil, immediately cover for 5 minutes. Remove coal before serving.
12. Fluff rice and serve beef mandi with salad or chutney.
",
Egyptian Fatteh Style,Cumin; Tomatoes; Olive Oil; Garlic Clove; Noodles; Tomato Puree; Butter; Pita Bread; White Wine Vinegar; Onion; Chicken Stock Cube; Pepper; Salt; Rice; Beef,"To prepare bread for bottom of dish: Take pita bread and rip into bite size pieces. In a frying pan, add about a 1/4 stick of butter, add bread pieces and fry until golden brown and crisp. Put these pieces in a glass baking dish, preferably a square sized dish. Set aside.
Then add to same pan, a little more butter, salt, approximately 2 cloves of crushed fresh garlic, and a teaspoon or so of cumin stir around a bit until you can smell aroma, then add fried bread pieces to this mixture, stir to coat bread and put back into glass baking dish. Set aside.
To prepare meat: put some butter in a pot, stir fry meat until brown, add 1 onion quartered, salt & pepper, 1 cube of chicken bouillon and water to cover meat. Bring to a boil, turn down to simmer, cover and cook until tender, approximately 2 hours. After meat has cooled, take out chunks of meat and put in a bowl, set aside. Reserve soup from the meat separately.
To prepare the rice: Put some butter into a pot, add shareya (fideo noodles) like a handful or so, keep stirring until golden brown, not too dark, but very golden. Then add two cups of rice, stir a little bit until some of the rice turns an opaque white. Add 2-1/4 cups of water and salt to taste. Bring to a boil, cover and turn down to simmer, cook until tender. Test the rice tenderness after about 35 minutes.
Now take some of the soup from meat and add to the top of the bread pieces in baking dish to saturate.Add cooked rice on top of bread pieces. Slowly spoon remainder of soup onto rice, looking at glass dish sides to see level of soup, should reach just to top of rice, don’t worry, this doesn’t have to be exact. Now you’re ready to make the sauce and fry the meat to put on top.
To prepare red sauce: In a pan, add a little oil or butter, crushed tomato, a half teaspoon of tomato paste, salt & pepper, 2 cloves of fresh crushed garlic and cumin. Add also approximately 3 tablespoons of vinegar, stir this until you smell aroma and it is a bit smooth. It should be a bit thick, not watery, but if too thick you can add a bit of water. Spread with a wooden spoon atop the rice to cover.
To fry meat: In a pan add a bit of butter or oil, the meat, just a touch of tomato paste, about a tablespoon of fresh crushed garlic, salt & pepper, a teaspoon of cumin. Cook until meat is golden fried.
Spoon this atop the rice and serve. Enjoy!",https://www.food.com/recipe/egyptian-faatah-rice-meat-with-crispy-bread-on-bottom-194764
Pad See Ew Homemade,dark soy sauce; Chinese broccoli; Egg; peanut oil; sugar; water; soy sauce; oyster sauce; white vinegar; garlic; Chicken; rice stick noodles,"Mix Sauce in small bowl.
Mince garlic into wok with oil. Place over high heat, when hot, add chicken and Chinese broccoli stems, cook until chicken is light golden.
Push to the side of the wok, crack egg in and scramble. Don't worry if it sticks to the bottom of the wok - it will char and which adds authentic flavour.
Add noodles, Chinese broccoli leaves and sauce. Gently mix together until the noodles are stained dark and leaves are wilted. Serve immediately!",
Tunisian Lamb Soup,Lamb Mince; Onion; Lemon Juice; Macaroni; Tomato Puree; Chicken Stock; Salt; Cumin; Spinach; Garlic; Chickpeas; Harissa Spice; Pepper,"Add the lamb to a casserole and cook over high heat. When browned, remove from the heat and set aside.
Keep a tablespoon of fat in the casserole and discard the rest. Reduce to medium heat then add the garlic, onion and spinach and cook until the onion is translucent and the spinach wilted or about 5 minutes.
Return the lamb to the casserole with the onion-spinach mixture, add the tomato puree, cumin, harissa, chicken, chickpeas, lemon juice, salt and pepper in the pan. Simmer over low heat for about 20 minutes.
Add the pasta and cook for 15 minutes or until pasta is cooked.",http://allrecipes.co.uk/recipe/16694/tunisian-lamb-soup.aspx
Chicken Enchilada Casserole,Enchilada sauce; corn tortillas; shredded Monterey Jack cheese; chicken breasts,"Cut each chicken breast in about 3 pieces, so that it cooks faster and put it in a small pot.
 Pour Enchilada sauce over it and cook covered on low to medium heat until chicken is cooked through, about 20 minutes.
 No water is needed, the chicken will cook in the Enchilada sauce.
 Make sure you stir occasionally so that it doesn't stick to the bottom.

Remove chicken from the pot and shred with two forks.

Preheat oven to 375 F degrees.

Start layering the casserole.
 Start with about ¼ cup of the leftover Enchilada sauce over the bottom of a baking dish.
 I used a longer baking dish, so that I can put 2 corn tortillas across.
 Place 2 tortillas on the bottom, top with ⅓ of the chicken and ⅓ of the remaining sauce.
 Sprinkle with ⅓ of the cheese and repeat starting with 2 more tortillas, then chicken, sauce, cheese.
 Repeat with last layer with the remaining ingredients, tortillas, chicken, sauce and cheese.

Bake for 20 to 30 minutes uncovered, until bubbly and cheese has melted and started to brown on top.

Serve warm.
",
Easy Classic Tourtière,Salt; Pepper; Ground Nutmeg; Dried Leaves Of Summer Savoury; Beef Stock; Ground Pork; Onion; Canola Oil; Shortcrust Pastry; Garlic; Russet Potato; Ground Clove; Ground Beef; Bay Leaf; Egg,"Heat oil on medium-high heat in a large sauté pan or skillet, then sauté the onion and garlic until softened, about 5 minutes. Add the ground beef, pork, and spices and cook until the meat is browned.
Add the beef broth and bring it up to a simmer then reduce heat to medium low. Add the grated potato and stir it in. Cook until liquid is almost absorbed, about 15 min. Remove the bay leaves and add salt to taste. Remove the pan from the heat and let the mixture cool completely — it bakes best if the filling is chilled.
Preheat the oven to 375 °F (190 °C). On a lightly floured surface, roll out one disc of the pie dough to less than the 1/4-inch thickness and line the 9-inch pie plate. Fill this with the cooled tourtière mixture and spread out evenly. Roll out the remaining dough to the same thickness, cut a hole in the centre (for steam to escape) and place on top of the filling. Trim the dough to 1/2-inch beyond the edge of the pie plate and pinch the edges of the crust together. Brush the crust with the egg wash.
Bake tourtière for about 45 minutes or until the pastry is a rich golden brown. Let cool for 15 minutes before slicing to serve.
Serves: 8-10 (makes 2 9-inch pies)",https://canadianfoodfocus.org/recipes/classic-canadian-dish-classic-tourtiere/
Seafood fideuà Homemade,Parsley; Saffron; Baby Squid; Paprika; Fish Stock; Garlic; Prawns; Vermicelli Pasta; Onions; Lemon; Tomatoes; Monkfish; Mussels; Olive Oil,"Boil the kettle.
 Empty the mussels into a colander and run under cold water.
 Throw away any with broken shells.
 Pick through the shells, tapping each one on the side of the sink – they should be closed or should slowly close when tapped – if they stay open, throw them away.
 If any of the shells still have barnacles or stringy beards attached, pull them off with a cutlery knife and rinse the shells well.
 Keep in the colander, covered with a cold, damp cloth, until you’re ready to cook.
 Peel the prawn shells on the body section only – leave the heads and tails intact.
 Score down the backs and pull out any gritty entrails.
 Chill until you’re ready to cook.

Put the saffron in a small cup, cover with 50ml kettle-hot water and set aside for 10 mins.
 If using vermicelli, put in a bowl and crush to little pieces (about 1cm long) with your hands.

Heat the oil in a large frying pan with at least a 3cm lip, or a 40cm paella pan.
 Add the onion and stir around the pan for 5 mins until soft.
 Add the garlic and cook for 1 min more, then tip in the vermicelli and cook for 5 mins, stirring from time to time, until the vermicelli is toasted brown.
 Stir in the paprika.

Keeping the heat moderate, stir through the monkfish, squid and saffron with its water, seasoning well.
 Spread the ingredients out in an even layer, then pour over the hot stock and scatter the tomatoes on top.
 Bring to a simmer, then cover the whole dish with a tight-fitting lid (or foil).
 Turn the heat to medium and cook for 6 mins.

Uncover and stir to incorporate the dry top layer of pasta.
 Push the mussels into the pasta so the hinges are buried in the bottom of the dish, and they stand straight up.
 Arrange the prawns on top, cover tightly and cook for another 6 mins or until the mussels are open, the prawns are pink and the pasta is cooked through.
 Leave to simmer for another 2-3 mins to cook off most of the remaining liquid (leave a little in the pan to prevent the pasta from sticking together).
 Allow to sit for 2-3 mins, then squeeze over the lemon juice and arrange the wedges on top.
 Scatter with parsley before serving.
",https://www.bbcgoodfood.com/recipes/seafood-fideua-paella
Spanish Tortilla Homemade,Onion; Parsley; Eggs; Olive Oil; Olive Oil; Baguette; Butter; Garlic; Potatoes; Vine Tomatoes,"Put a large non-stick frying pan on a low heat. Cook the onion slowly in the oil and butter until soft but not brown – this should take about 15 mins. Add the potatoes, cover the pan and cook for a further 15-20 mins, stirring occasionally to make sure they fry evenly.
When the potatoes are soft and the onion is shiny, crush 2 garlic cloves and stir in, followed by the beaten eggs.
Put the lid back on the pan and leave the tortilla to cook gently. After 20 mins, the edges and base should be golden, the top set but the middle still a little wobbly. To turn it over, slide it onto a plate and put another plate on top, turn the whole thing over and slide it back into the pan to finish cooking. Once cooked, transfer to a plate and serve the tortilla warm or cold, scattered with the chopped parsley.
To accompany, take slices of warmed baguette, stab all over with a fork and rub with the remaining garlic, pile on grated tomatoes and season with sea salt and a drizzle of olive oil.",https://www.bbcgoodfood.com/recipes/spanish-tortilla
Spicy North African Potato Salad Style,Salt; Harissa Spice; Rocket; Mint; olive oil; Feta; Small Potatoes; Pepper; Lemon; Pine nuts; Spring onions,"Cook potatoes - place potatoes in a pot of cold water, and bring to the boil. Boil 20 minutes, or until potatoes are tender. You know they are cooked when you can stick a knife in them and the knife goes straight through.
Combine harissa spice, olive oil, salt and pepper and lemon juice in a small bowl and whisk until combined.
Once potatoes are cooked, drain water and roughly chop potatoes in half.
Add harissa mix and spring onions/green onions to potatoes and stir.
In a large salad bowl, lay out arugula/rocket.
Top with potato mix and toss.
Add fetta, mint and sprinkle over pine nuts.
Adjust salt and pepper to taste.",
Vietnamese veg parcels Style,Chicken Breast; Lettuce; Lime; Red Pepper; Mint; Rice Vinegar; Carrots; Rice Flour Pancakes; Red Chilli; Fish Sauce; Coriander; Rice Noodles; Cucumber,"step 1
Soak the rice fl our pancakes according to pack instructions or in boiling water for 30 secs. Remove and cool on kitchen paper. Soak the rice noodles according to pack instructions, then drain and cut them into 2cm strips.

step 2
Lay a rice pancake on a board and arrange some rice noodles, chicken, vegetables and herb leaves about a third of the way up, leaving a 1cm edge at the side. Fold the sides over the vegetables and then roll up lengthways to make a cigar. Store in the fridge, covered with moist kitchen paper for up to 1 day.

step 3
Mix together the ingredients for the dipping sauce and put into a bowl. To serve, arrange the rolls on a plate along with the leaves and herbs. To eat, wrap each roll in a piece of lettuce with a herb sprig and dunk into the sauce.",https://www.bbcgoodfood.com/recipes/vietnamese-veg-parcels
Thai green chicken soup Recipe,Chicken Thighs; Lime; Green Beans; Bamboo Shoot; Sunflower Oil; Garlic Clove; Basil; Spring Onions; Chicken Stock; Onion; Thai Green Curry Paste; Lime Leaves; Fish Sauce; Coconut Milk,"step 1
Heat the oil in your largest pan, add the onion and fry for 3 mins to soften. Add the chicken and garlic, and cook until the chicken changes colour.

step 2
Add the curry paste, coconut milk, stock, lime leaves and fish sauce, then simmer for 12 mins. Add the chopped onion tops, green beans and bamboo shoots and cook for 4-6 mins, until the beans are just tender.

step 3
Meanwhile, put the lime juice and basil in a narrow jug and blitz with a hand blender to make a smooth green paste. Pour into the soup with the sliced spring onion and heat through. Serve with lime wedges for a light lunch or supper or as a make-ahead starter.",https://www.bbcgoodfood.com/recipes/thai-green-chicken-soup
Stir-fried chicken with chillies & basil Style,Red Chilli; Vegetable Oil; Fish Sauce; Chicken; Garlic; Sugar; Soy Sauce; Basil Leaves; Shallots,"Heat a wok or large frying pan until it is very hot, then add 1 tbsp of the oil.
 When it is very hot, add the chicken and stir-fry over a high heat for 8-10 minutes, until browned all over.
 Using a slotted spoon, take the chicken from the pan and set aside.


step 2
Reheat the wok and add the remaining oil.
 Toss in the garlic and shallots and stir fry for 3 minutes, until golden brown.


step 3
Return the chicken to the wok and add the chillies, fish sauce, dark soy sauce and sugar.
 Stir fry over a high heat for a further 8-10 minutes or until the chicken is cooked through.
 Stir in the basil leaves and serve at once.
",https://www.bbcgoodfood.com/recipes/ken-homs-stir-fried-chicken-chillies-basil
Grilled Portuguese sardines,Lemon; Rosemary; Olive Oil; Paprika; Garlic; Red Chilli; Sardines,"STEP 1

Put all of the ingredients, except the sardines, into a bowl and mix together with some seasoning. Pour into a baking dish, add the sardines and toss really well. Cover and chill for a few hours.

STEP 2

Heat a BBQ or griddle pan until hot. Cook the sardines for 4-5 minutes on each side or until really caramelised and charred. Put onto a serving plate, drizzle with oil, sprinkle with a little more paprika and squeeze over the lemon wedges.",https://www.olivemagazine.com/recipes/fish-and-seafood/grilled-portuguese-sardines/
Easy Pumpkin Pie,Nutmeg; Eggs; Shortcrust Pastry; Butter; Salt; Milk; Icing Sugar; Pumpkin; Caster Sugar; Cinnamon; Plain Flour,"Place the pumpkin in a large saucepan, cover with water and bring to the boil. Cover with a lid and simmer for 15 mins or until tender. Drain pumpkin; let cool.
Heat oven to 180C/160C fan/gas 4. Roll out the pastry on a lightly floured surface and use it to line a 22cm loose-bottomed tart tin. Chill for 15 mins. Line the pastry with baking parchment and baking beans, then bake for 15 mins. Remove the beans and paper, and cook for a further 10 mins until the base is pale golden and biscuity. Remove from the oven and allow to cool slightly.
Increase oven to 220C/200C fan/gas 7. Push the cooled pumpkin through a sieve into a large bowl. In a separate bowl, combine the sugar, salt, nutmeg and half the cinnamon. Mix in the beaten eggs, melted butter and milk, then add to the pumpkin purée and stir to combine. Pour into the tart shell and cook for 10 mins, then reduce the temperature to 180C/160C fan/gas 4. Continue to bake for 35-40 mins until the filling has just set.
Leave to cool, then remove the pie from the tin. Mix the remaining cinnamon with the icing sugar and dust over the pie. Serve chilled.",https://www.bbcgoodfood.com/recipes/1742633/pumpkin-pie
Easy Chicken Couscous,Chicken Stock; Chickpeas; Onion; Couscous; Olive Oil; Chicken Breast; Coriander; Harissa Spice; Dried Apricots; Ginger,"Heat the olive oil in a large frying pan and cook the onion for 1-2 mins just until softened. Add the chicken and fry for 7-10 mins until cooked through and the onions have turned golden. Grate over the ginger, stir through the harissa to coat everything and cook for 1 min more.

Tip in the apricots, chickpeas and couscous, then pour over the stock and stir once. Cover with a lid or tightly cover the pan with foil and leave for about 5 mins until the couscous has soaked up all the stock and is soft. Fluff up the couscous with a fork and scatter over the coriander to serve. Serve with extra harissa, if you like.",https://www.bbcgoodfood.com/recipes/13139/onepan-chicken-couscous
Spicy Thai prawn noodles,Ginger; Prawns; Sesame Seed Oil; Lime; Red Chilli; Mint; Egg; Peanuts; Soy Sauce; Rice Noodles; Coriander,"step 1
Cook the noodles following the pack instructions, drain and set aside for later.
 Heat the oil in a large frying pan and pour in the beaten egg.
 Swirl around the pan to make a thin omelette, cook for 1-2 mins, then flip over and cook the other side for 1 min.
 Tip out and slice into thin strips.


step 2
Add the chilli and ginger to the pan, fry for 1-2 mins then tip in the noodles, prawns and egg.
 Splash in the soy sauce and stir-fry for 1 min more.
 Throw in the chopped herbs and pour over the lime juice and zest, then sprinkle over the chopped peanuts and serve.
",https://www.bbcgoodfood.com/recipes/spicy-thai-prawn-noodles
Barbecue pork buns Recipe,Ginger; Soy Sauce; Sunflower Oil; Tomato Puree; White Bread Mix; Garlic; Bacon; Sugar; Egg; Clear Honey,"step 1
Heat the oven to 200C/fan 180C/gas.
 Mix the sugar into the bread mix in a large bowl, then add water as instructed on the pack.
 Bring the dough together with a wooden spoon, then knead on a lightly floured surface for 5 mins until smooth.
 Put into a large bowl, cover with oiled cling film then leave in a warm place until doubled in size.


step 2
Meanwhile, heat the oil in a pan, then fry the bacon until crisp, about 5 mins.
 Add the ginger and garlic and fry for 1 min until soft, then tip in the soy, honey and tomato purée and stir well.
 Can be made up to 3 days ahead.


step 3
Turn out the dough and knead briefly, then pull into 12 even-sized balls.
 Flatten with your hands, then put a teaspoon-size blob of the filling in the middle.
 Draw the dough up and pinch it closed like a purse, then turn the bun over and sit it on a large baking sheet.
 Cover with oiled cling film and leave to rise for about 30 mins until the dough feels pillowy.
 Brush with egg and bake for 20 mins until golden.
 Serve warm with dipping sauce.
 Can be frozen after second rise for up to 1 month or baked up to a day ahead and re-warmed.
",https://www.bbcgoodfood.com/recipes/barbecue-pork-buns
Red curry chicken kebabs Homemade,Lime; Red Onions; Courgettes; Chicken Breasts; Coconut Milk; Thai Red Curry Paste; Red Pepper,"step 1
Fire up the barbecue or heat a griddle pan to high.
 Tip chicken, curry paste and coconut milk into a bowl, then mix well until the chicken is evenly coated.
 Thread vegetables and chicken onto skewers.
 Cook the skewers on the barbecue or griddle for 5-8 mins, turning every so often, until the chicken is cooked through and charred.
 Serve with herby rice, salad and a lime half to squeeze over.
",https://www.bbcgoodfood.com/recipes/red-curry-chicken-kebabs
Spanish-style slow-cooked lamb shoulder & beans,Garlic; Olive Oil; Lamb Shoulder; Rosemary; Olive Oil; Garlic Bulb; Carrots; Butter Beans; Chicken Stock; Black Olives; Onion; Roasted pepper; Hot smoked paprika; Parsley,"step 1
To make the spice mix, combine all of the ingredients together with a large pinch of salt. Slash the lamb shoulder all over with a sharp knife and rub in. If you have the time, marinate for up to 24 hrs, but this is not essential.

step 2
Heat the oven to 150C/130C fan/gas 2. Heat the oil in a large flameproof casserole dish or roasting tin over a medium-high heat, add the onions, carrots and garlic and sizzle for 5 mins until the onions and carrots are softened. Pour over the stock, then bring to the boil. Nestle the lamb in the pan and cover, then transfer to the oven and roast for 2 hrs.

step 3
Uncover and transfer the lamb to a plate using tongs. Stir the beans, peppers and olives through the stock in the pan, sit the lamb back on top and return to the oven, uncovered, for 1 hr 30 mins until the lamb is cooked through. Transfer the lamb to a board and shred using two forks. Stir the parsley through the braised beans before serving.",https://www.bbcgoodfood.com/recipes/spanish-style-slow-cooked-lamb-shoulder-beans
Easy Jamaican Banana Fritters,Salt; Banana; Brown Sugar; Nutmeg; Cinnamon; All purpose flour; Oil; Vanilla Extract,"Mash bananas with fork in bowl.

Add brown sugar, vanilla, extract, cinnamon, nutmeg and a pinch of salt.
 Sift in flour and stir with spoon until fully combined.

Add oil to a 10 inch skillet over medium-high heat.
 Once oil is hot, drop banana fritter batter in oil by the spoonful.
 Once one side is golden and bubbles appear on the top, flip fritter and cook until the other side is browned as well.

Remove fritters and drain on paper towels.
 Enjoy",https://www.myforkinglife.com/banana-fritters/#recipe
Fiskesuppe (Creamy Norwegian Fish Soup) Homemade,Milk; Creme Fraiche; Leek; Fish fillet; Fish Stock; Butter; Carrots; Garlic; Potatoes; Shrimp; Flour; Chives,"▢
Cut the fish fillets in cubes or strips.
 Crush or chop the garlic.
 Rinse the vegetables and cut into thin strips.

▢
Heat the butter in a pot and add the garlic.
 Once the garlic starts to turn golden add the flour, whisking well.

▢
Add the fish stock and continue to whisk until there are no lumps.

▢
Add the vegetables and milk and bring to a boil.
 Cook for about 10 minutes.

▢
Add the crème fraîche (or sour cream).
 Bring the soup back to a simmer and once the soup begins to bubble again turn off the heat.
 Keep the soup on the burner and add the fish.
 Let the fish cook in the hot soup for 5 minutes.
 If using shrimp, add right before serving.

▢
Sprinkle with chives (or dill or parsley) before serving.
",https://scandinaviancookbook.com/fiskesuppe-creamy-norwegian-fish-soup/
Easy Aubergine couscous salad,Lemon; Aubergine; Mint; Couscous; Goats Cheese; Cherry Tomatoes; Vegetable Stock; Olive Oil,"step 1
Heat grill to high.
 Put the aubergine on a baking sheet, brush with oil and season.
 Grill for about 15 mins, turning and brushing with more oil halfway, until browned and softened.


step 2
Meanwhile, tip the couscous into a large bowl, pour over the stock, then cover and leave for 10 mins.
 Mix the tomatoes, mint, goat’s cheese and remaining oil together.
 Fluff the couscous up with a fork, then stir in the aubergines, tomato mixture and lemon juice.
",https://www.bbcgoodfood.com/recipes/aubergine-couscous-salad
"Slow-roast lamb with cinnamon, fennel & citrus Style",Clear Honey; Cinnamon; Garlic; Lamb Leg; Fennel Seeds; Ground Cumin; Lemon; Olive Oil,"step 1
Put the lamb into a large food bag with all the juice and marinate overnight.

step 2
The next day, take the lamb out of the fridge 1 hr before you want to cook it. Heat oven to 220C/200C fan/gas 7. Take the lamb out of the marinade (reserve remaining marinade) and pat dry. Rub with half the oil and roast for 15-20 mins until browned. Remove lamb and reduce oven to 160C/140C fan/gas 3.

step 3
Mix the zests, remaining oil, honey, spices and garlic with plenty of seasoning. Lay a large sheet of baking parchment on a large sheet of foil. Sit the lamb leg on top, rub all over with the paste and pull up the sides of the foil. Drizzle marinade into base, and scrunch foil to seal.

step 4
Roast for 4 hrs, until very tender. Rest, still wrapped, for 30 mins. Unwrap and serve with juices.",https://www.bbcgoodfood.com/recipes/slow-roast-lamb-cinnamon-fennel-citrus
Pumpkin Pie,Nutmeg; Icing Sugar; Pumpkin; Plain Flour; Salt; Shortcrust Pastry; Caster Sugar; Milk; Butter; Cinnamon; Eggs,"Place the pumpkin in a large saucepan, cover with water and bring to the boil.
 Cover with a lid and simmer for 15 mins or until tender.
 Drain pumpkin; let cool.

Heat oven to 180C/160C fan/gas 4.
 Roll out the pastry on a lightly floured surface and use it to line a 22cm loose-bottomed tart tin.
 Chill for 15 mins.
 Line the pastry with baking parchment and baking beans, then bake for 15 mins.
 Remove the beans and paper, and cook for a further 10 mins until the base is pale golden and biscuity.
 Remove from the oven and allow to cool slightly.

Increase oven to 220C/200C fan/gas 7.
 Push the cooled pumpkin through a sieve into a large bowl.
 In a separate bowl, combine the sugar, salt, nutmeg and half the cinnamon.
 Mix in the beaten eggs, melted butter and milk, then add to the pumpkin purée and stir to combine.
 Pour into the tart shell and cook for 10 mins, then reduce the temperature to 180C/160C fan/gas 4.
 Continue to bake for 35-40 mins until the filling has just set.

Leave to cool, then remove the pie from the tin.
 Mix the remaining cinnamon with the icing sugar and dust over the pie.
 Serve chilled.
",https://www.bbcgoodfood.com/recipes/1742633/pumpkin-pie
